Date,Country_name,Confirmed
2020/5/15,Azerbaijan,2980
2020/5/16,Azerbaijan,3138
2020/5/17,Azerbaijan,3274
2020/5/18,Azerbaijan,3387
2020/5/19,Azerbaijan,3518
2020/5/20,Azerbaijan,3631
2020/5/21,Azerbaijan,3749
2020/5/22,Azerbaijan,3855
2020/5/23,Azerbaijan,3982
2020/5/24,Azerbaijan,4122
2020/5/25,Azerbaijan,4271
2020/5/26,Azerbaijan,4403
2020/5/27,Azerbaijan,4568
2020/5/28,Azerbaijan,4759
2020/5/29,Azerbaijan,4989
2020/5/30,Azerbaijan,5246
2020/5/31,Azerbaijan,5494
2020/6/1,Azerbaijan,5662
2020/6/2,Azerbaijan,5935
2020/6/3,Azerbaijan,6260
2020/6/4,Azerbaijan,6522
2020/6/5,Azerbaijan,6860
2020/6/6,Azerbaijan,7239
2020/6/7,Azerbaijan,7553
2020/6/8,Azerbaijan,7876
2020/6/9,Azerbaijan,8191
2020/6/10,Azerbaijan,8530
2020/6/11,Azerbaijan,8882
2020/6/12,Azerbaijan,9218
2020/6/13,Azerbaijan,9570
2020/6/14,Azerbaijan,9957
2020/6/15,Azerbaijan,10324
2020/6/16,Azerbaijan,10662
2020/6/17,Azerbaijan,10991
2020/6/18,Azerbaijan,11329
2020/6/19,Azerbaijan,11767
2020/6/20,Azerbaijan,12238
2020/6/21,Azerbaijan,12729
2020/6/22,Azerbaijan,13207
2020/6/23,Azerbaijan,13715
2020/6/24,Azerbaijan,14305
2020/6/25,Azerbaijan,14852
2020/6/26,Azerbaijan,15369
2020/6/27,Azerbaijan,15890
2020/6/28,Azerbaijan,16424
2020/6/29,Azerbaijan,16968
2020/6/30,Azerbaijan,17524
2020/7/1,Azerbaijan,18112
2020/7/2,Azerbaijan,18684
2020/7/3,Azerbaijan,19267
2020/7/4,Azerbaijan,19801
2020/7/5,Azerbaijan,20324
2020/7/6,Azerbaijan,20837
2020/7/7,Azerbaijan,21374
2020/7/8,Azerbaijan,21916
2020/7/9,Azerbaijan,22464
2020/7/10,Azerbaijan,22990
2020/7/11,Azerbaijan,23521
2020/7/12,Azerbaijan,24041
2020/7/13,Azerbaijan,24570
2020/7/14,Azerbaijan,25113
2020/7/15,Azerbaijan,25672
2020/7/16,Azerbaijan,26165
2020/7/17,Azerbaijan,26636
2020/7/18,Azerbaijan,27133
2020/7/19,Azerbaijan,27521
2020/7/20,Azerbaijan,27890
2020/7/21,Azerbaijan,28242
2020/7/22,Azerbaijan,28633
2020/7/23,Azerbaijan,28980
2020/7/24,Azerbaijan,29312
2020/7/25,Azerbaijan,29633
2020/7/26,Azerbaijan,30050
2020/7/27,Azerbaijan,30446
2020/7/28,Azerbaijan,30858
2020/7/29,Azerbaijan,31221
2020/7/30,Azerbaijan,31560
2020/7/31,Azerbaijan,31878
2020/8/1,Azerbaijan,32157
2020/8/2,Azerbaijan,32443
2020/8/3,Azerbaijan,32684
2020/8/4,Azerbaijan,32910
2020/8/5,Azerbaijan,33103
2020/8/6,Azerbaijan,33247
2020/8/7,Azerbaijan,33376
2020/8/8,Azerbaijan,33481
2020/8/9,Azerbaijan,33568
2020/8/10,Azerbaijan,33647
2020/8/11,Azerbaijan,33731
2020/8/12,Azerbaijan,33824
2020/8/13,Azerbaijan,33915
2020/8/14,Azerbaijan,34018
2020/8/15,Azerbaijan,34107
2020/8/16,Azerbaijan,34219
2020/8/17,Azerbaijan,34343
2020/8/18,Azerbaijan,34474
2020/8/19,Azerbaijan,34620
2020/8/20,Azerbaijan,34759
2020/8/21,Azerbaijan,34921
2020/8/22,Azerbaijan,35105
2020/8/23,Azerbaijan,35274
2020/8/24,Azerbaijan,35426
2020/8/25,Azerbaijan,35559
2020/8/26,Azerbaijan,35707
2020/8/27,Azerbaijan,35844
2020/8/28,Azerbaijan,35986
2020/8/29,Azerbaijan,36174
2020/8/30,Azerbaijan,36309
2020/8/31,Azerbaijan,36435
2020/9/1,Azerbaijan,36578
2020/9/2,Azerbaijan,36732
2020/9/3,Azerbaijan,36899
2020/9/4,Azerbaijan,37031
2020/9/5,Azerbaijan,37192
2020/9/6,Azerbaijan,37329
2020/9/7,Azerbaijan,37418
2020/9/8,Azerbaijan,37557
2020/9/9,Azerbaijan,37732
2020/9/10,Azerbaijan,37874
2020/9/11,Azerbaijan,38037
2020/9/12,Azerbaijan,38172
2020/9/13,Azerbaijan,38327
2020/9/14,Azerbaijan,38403
2020/9/15,Azerbaijan,38517
2020/9/16,Azerbaijan,38658
2020/9/17,Azerbaijan,38777
2020/9/18,Azerbaijan,38894
2020/9/19,Azerbaijan,39042
2020/9/20,Azerbaijan,39188
2020/9/21,Azerbaijan,39280
2020/9/22,Azerbaijan,39378
2020/9/23,Azerbaijan,39524
2020/9/24,Azerbaijan,39686
2020/9/25,Azerbaijan,39787
2020/9/26,Azerbaijan,39895
2020/9/27,Azerbaijan,40023
2020/9/28,Azerbaijan,40061
2020/9/29,Azerbaijan,40119
2020/9/30,Azerbaijan,40229
2020/10/1,Azerbaijan,40309
2020/10/2,Azerbaijan,40453
2020/10/3,Azerbaijan,40561
2020/10/4,Azerbaijan,40691
2020/10/5,Azerbaijan,40788
2020/10/6,Azerbaijan,40931
2020/10/7,Azerbaijan,41113
2020/10/8,Azerbaijan,41304
2020/10/9,Azerbaijan,41519
2020/10/10,Azerbaijan,41752
2020/10/11,Azerbaijan,41982
2020/10/12,Azerbaijan,42104
2020/10/13,Azerbaijan,42381
2020/10/14,Azerbaijan,42750
2020/10/15,Azerbaijan,43280
2020/10/16,Azerbaijan,43789
2020/10/17,Azerbaijan,44317
2020/10/18,Azerbaijan,44964
2020/10/19,Azerbaijan,45295
2020/10/20,Azerbaijan,45879
2020/10/21,Azerbaijan,46593
2020/10/22,Azerbaijan,47418
2020/10/23,Azerbaijan,48221
2020/10/24,Azerbaijan,49013
2020/10/25,Azerbaijan,49959
2020/10/26,Azerbaijan,50486
2020/10/27,Azerbaijan,51149
2020/10/28,Azerbaijan,52137
2020/10/29,Azerbaijan,53152
2020/10/30,Azerbaijan,54174
2020/10/31,Azerbaijan,55269
2020/11/1,Azerbaijan,56444
2020/11/2,Azerbaijan,57040
2020/11/3,Azerbaijan,58282
2020/11/4,Azerbaijan,59509
2020/11/5,Azerbaijan,60873
2020/11/6,Azerbaijan,62338
2020/11/7,Azerbaijan,63748
2020/11/8,Azerbaijan,65411
2020/11/9,Azerbaijan,66046
2020/11/10,Azerbaijan,67392
2020/11/11,Azerbaijan,68594
2020/11/12,Azerbaijan,70216
2020/11/13,Azerbaijan,71580
2020/11/14,Azerbaijan,73429
2020/11/15,Azerbaijan,75688
2020/11/16,Azerbaijan,77083
2020/11/17,Azerbaijan,79158
2020/11/18,Azerbaijan,81397
2020/11/19,Azerbaijan,83994
2020/11/20,Azerbaijan,87163
2020/11/21,Azerbaijan,89898
2020/11/22,Azerbaijan,93094
2020/11/23,Azerbaijan,95281
2020/11/24,Azerbaijan,98927
2020/11/25,Azerbaijan,102396
2020/11/26,Azerbaijan,106101
2020/11/27,Azerbaijan,109813
2020/11/28,Azerbaijan,114025
2020/11/29,Azerbaijan,118195
2020/11/30,Azerbaijan,121176
2020/12/1,Azerbaijan,125602
2020/12/2,Azerbaijan,129544
2020/12/3,Azerbaijan,133733
2020/12/4,Azerbaijan,138000
2020/12/5,Azerbaijan,142323
2020/12/6,Azerbaijan,146679
2020/12/7,Azerbaijan,149765
2020/12/8,Azerbaijan,154152
2020/12/9,Azerbaijan,158555
2020/12/10,Azerbaijan,162774
2020/12/11,Azerbaijan,167155
2020/12/12,Azerbaijan,171423
2020/12/13,Azerbaijan,175874
2020/12/14,Azerbaijan,178986
2020/12/15,Azerbaijan,183259
2020/12/16,Azerbaijan,187336
2020/12/17,Azerbaijan,191460
2020/12/18,Azerbaijan,195422
2020/12/19,Azerbaijan,199127
2020/12/20,Azerbaijan,202088
2020/12/21,Azerbaijan,203593
2020/12/22,Azerbaijan,205877
2020/12/23,Azerbaijan,208211
2020/12/24,Azerbaijan,210061
2020/12/25,Azerbaijan,211764
2020/12/26,Azerbaijan,213192
2020/12/27,Azerbaijan,214711
2020/12/28,Azerbaijan,215483
2020/12/29,Azerbaijan,216584
2020/1/22,Bahamas,0
2020/1/23,Bahamas,0
2020/1/24,Bahamas,0
2020/1/25,Bahamas,0
2020/1/26,Bahamas,0
2020/1/27,Bahamas,0
2020/1/28,Bahamas,0
2020/1/29,Bahamas,0
2020/1/30,Bahamas,0
2020/1/31,Bahamas,0
2020/2/1,Bahamas,0
2020/2/2,Bahamas,0
2020/2/3,Bahamas,0
2020/2/4,Bahamas,0
2020/2/5,Bahamas,0
2020/2/6,Bahamas,0
2020/2/7,Bahamas,0
2020/2/8,Bahamas,0
2020/2/9,Bahamas,0
2020/2/10,Bahamas,0
2020/2/11,Bahamas,0
2020/2/12,Bahamas,0
2020/2/13,Bahamas,0
2020/2/14,Bahamas,0
2020/2/15,Bahamas,0
2020/2/16,Bahamas,0
2020/2/17,Bahamas,0
2020/2/18,Bahamas,0
2020/2/19,Bahamas,0
2020/2/20,Bahamas,0
2020/2/21,Bahamas,0
2020/2/22,Bahamas,0
2020/2/23,Bahamas,0
2020/2/24,Bahamas,0
2020/2/25,Bahamas,0
2020/2/26,Bahamas,0
2020/2/27,Bahamas,0
2020/2/28,Bahamas,0
2020/2/29,Bahamas,0
2020/3/1,Bahamas,0
2020/3/2,Bahamas,0
2020/3/3,Bahamas,0
2020/3/4,Bahamas,0
2020/3/5,Bahamas,0
2020/3/6,Bahamas,0
2020/3/7,Bahamas,0
2020/3/8,Bahamas,0
2020/3/9,Bahamas,0
2020/3/10,Bahamas,0
2020/3/11,Bahamas,0
2020/3/12,Bahamas,0
2020/3/13,Bahamas,0
2020/3/14,Bahamas,0
2020/3/15,Bahamas,0
2020/3/16,Bahamas,1
2020/3/17,Bahamas,1
2020/3/18,Bahamas,1
2020/3/19,Bahamas,3
2020/3/20,Bahamas,3
2020/3/21,Bahamas,4
2020/3/22,Bahamas,4
2020/3/23,Bahamas,4
2020/3/24,Bahamas,5
2020/3/25,Bahamas,5
2020/3/26,Bahamas,9
2020/3/27,Bahamas,10
2020/3/28,Bahamas,10
2020/3/29,Bahamas,11
2020/3/30,Bahamas,14
2020/3/31,Bahamas,14
2020/4/1,Bahamas,21
2020/4/2,Bahamas,24
2020/4/3,Bahamas,24
2020/4/4,Bahamas,28
2020/4/5,Bahamas,28
2020/4/6,Bahamas,29
2020/4/7,Bahamas,33
2020/4/8,Bahamas,40
2020/4/9,Bahamas,41
2020/4/10,Bahamas,42
2020/4/11,Bahamas,46
2020/4/12,Bahamas,46
2020/4/13,Bahamas,47
2020/4/14,Bahamas,49
2020/4/15,Bahamas,49
2020/4/16,Bahamas,53
2020/4/17,Bahamas,54
2020/4/18,Bahamas,55
2020/4/19,Bahamas,55
2020/4/20,Bahamas,60
2020/4/21,Bahamas,65
2020/4/22,Bahamas,65
2020/4/23,Bahamas,72
2020/4/24,Bahamas,73
2020/4/25,Bahamas,78
2020/4/26,Bahamas,80
2020/4/27,Bahamas,80
2020/4/28,Bahamas,80
2020/4/29,Bahamas,80
2020/4/30,Bahamas,81
2020/5/1,Bahamas,81
2020/5/2,Bahamas,83
2020/5/3,Bahamas,83
2020/5/4,Bahamas,83
2020/5/5,Bahamas,89
2020/5/6,Bahamas,92
2020/5/7,Bahamas,92
2020/5/8,Bahamas,92
2020/5/9,Bahamas,92
2020/5/10,Bahamas,92
2020/5/11,Bahamas,93
2020/5/12,Bahamas,93
2020/5/13,Bahamas,94
2020/5/14,Bahamas,96
2020/5/15,Bahamas,96
2020/5/16,Bahamas,96
2020/5/17,Bahamas,96
2020/5/18,Bahamas,96
2020/5/19,Bahamas,96
2020/5/20,Bahamas,97
2020/5/21,Bahamas,97
2020/5/22,Bahamas,97
2020/5/23,Bahamas,100
2020/5/24,Bahamas,100
2020/5/25,Bahamas,100
2020/5/26,Bahamas,100
2020/5/27,Bahamas,100
2020/5/28,Bahamas,101
2020/5/29,Bahamas,102
2020/5/30,Bahamas,102
2020/5/31,Bahamas,102
2020/6/1,Bahamas,102
2020/6/2,Bahamas,102
2020/6/3,Bahamas,102
2020/6/4,Bahamas,102
2020/6/5,Bahamas,102
2020/6/6,Bahamas,103
2020/6/7,Bahamas,103
2020/6/8,Bahamas,103
2020/6/9,Bahamas,103
2020/6/10,Bahamas,103
2020/6/11,Bahamas,103
2020/6/12,Bahamas,103
2020/6/13,Bahamas,103
2020/6/14,Bahamas,103
2020/6/15,Bahamas,103
2020/6/16,Bahamas,104
2020/6/17,Bahamas,104
2020/6/18,Bahamas,104
2020/6/19,Bahamas,104
2020/6/20,Bahamas,104
2020/6/21,Bahamas,104
2020/6/22,Bahamas,104
2020/6/23,Bahamas,104
2020/6/24,Bahamas,104
2020/6/25,Bahamas,104
2020/6/26,Bahamas,104
2020/6/27,Bahamas,104
2020/6/28,Bahamas,104
2020/6/29,Bahamas,104
2020/6/30,Bahamas,104
2020/7/1,Bahamas,104
2020/7/2,Bahamas,104
2020/7/3,Bahamas,104
2020/7/4,Bahamas,104
2020/7/5,Bahamas,104
2020/7/6,Bahamas,104
2020/7/7,Bahamas,104
2020/7/8,Bahamas,106
2020/7/9,Bahamas,107
2020/7/10,Bahamas,108
2020/7/11,Bahamas,111
2020/7/12,Bahamas,111
2020/7/13,Bahamas,113
2020/7/14,Bahamas,116
2020/7/15,Bahamas,119
2020/7/16,Bahamas,124
2020/7/17,Bahamas,129
2020/7/18,Bahamas,138
2020/7/19,Bahamas,153
2020/7/20,Bahamas,174
2020/7/21,Bahamas,194
2020/7/22,Bahamas,219
2020/7/23,Bahamas,274
2020/7/24,Bahamas,316
2020/7/25,Bahamas,326
2020/7/26,Bahamas,342
2020/7/27,Bahamas,382
2020/7/28,Bahamas,447
2020/7/29,Bahamas,484
2020/7/30,Bahamas,508
2020/7/31,Bahamas,574
2020/8/1,Bahamas,599
2020/8/2,Bahamas,648
2020/8/3,Bahamas,679
2020/8/4,Bahamas,715
2020/8/5,Bahamas,751
2020/8/6,Bahamas,761
2020/8/7,Bahamas,830
2020/8/8,Bahamas,878
2020/8/9,Bahamas,898
2020/8/10,Bahamas,945
2020/8/11,Bahamas,989
2020/8/12,Bahamas,1036
2020/8/13,Bahamas,1089
2020/8/14,Bahamas,1119
2020/8/15,Bahamas,1252
2020/8/16,Bahamas,1315
2020/8/17,Bahamas,1329
2020/8/18,Bahamas,1424
2020/8/19,Bahamas,1531
2020/8/20,Bahamas,1610
2020/8/21,Bahamas,1703
2020/8/22,Bahamas,1765
2020/8/23,Bahamas,1784
2020/8/24,Bahamas,1798
2020/8/25,Bahamas,1813
2020/8/26,Bahamas,1923
2020/8/27,Bahamas,2020
2020/8/28,Bahamas,2057
2020/8/29,Bahamas,2135
2020/8/30,Bahamas,2167
2020/8/31,Bahamas,2217
2020/9/1,Bahamas,2276
2020/9/2,Bahamas,2337
2020/9/3,Bahamas,2386
2020/9/4,Bahamas,2386
2020/9/5,Bahamas,2476
2020/9/6,Bahamas,2506
2020/9/7,Bahamas,2546
2020/9/8,Bahamas,2585
2020/9/9,Bahamas,2721
2020/9/10,Bahamas,2721
2020/9/11,Bahamas,2814
2020/9/12,Bahamas,2928
2020/9/13,Bahamas,2928
2020/9/14,Bahamas,3008
2020/9/15,Bahamas,3032
2020/9/16,Bahamas,3087
2020/9/17,Bahamas,3177
2020/9/18,Bahamas,3177
2020/9/19,Bahamas,3214
2020/9/20,Bahamas,3315
2020/9/21,Bahamas,3418
2020/9/22,Bahamas,3467
2020/9/23,Bahamas,3618
2020/9/24,Bahamas,3699
2020/9/25,Bahamas,3790
2020/9/26,Bahamas,3790
2020/9/27,Bahamas,3838
2020/9/28,Bahamas,3838
2020/9/29,Bahamas,3903
2020/9/30,Bahamas,4123
2020/10/1,Bahamas,4123
2020/10/2,Bahamas,4220
2020/10/3,Bahamas,4332
2020/10/4,Bahamas,4409
2020/10/5,Bahamas,4452
2020/10/6,Bahamas,4559
2020/10/7,Bahamas,4713
2020/10/8,Bahamas,4713
2020/10/9,Bahamas,4713
2020/10/10,Bahamas,5023
2020/10/11,Bahamas,5078
2020/10/12,Bahamas,5163
2020/10/13,Bahamas,5163
2020/10/14,Bahamas,5191
2020/10/15,Bahamas,5385
2020/10/16,Bahamas,5517
2020/10/17,Bahamas,5628
2020/10/18,Bahamas,5703
2020/10/19,Bahamas,5773
2020/10/20,Bahamas,5923
2020/10/21,Bahamas,6051
2020/10/22,Bahamas,6135
2020/10/23,Bahamas,6268
2020/10/24,Bahamas,6268
2020/10/25,Bahamas,6410
2020/10/26,Bahamas,6410
2020/10/27,Bahamas,6502
2020/10/28,Bahamas,6549
2020/10/29,Bahamas,6607
2020/10/30,Bahamas,6644
2020/10/31,Bahamas,6714
2020/11/1,Bahamas,6714
2020/11/2,Bahamas,6735
2020/11/3,Bahamas,6790
2020/11/4,Bahamas,6843
2020/11/5,Bahamas,6882
2020/11/6,Bahamas,6882
2020/11/7,Bahamas,6947
2020/11/8,Bahamas,6947
2020/11/9,Bahamas,6964
2020/11/10,Bahamas,7012
2020/11/11,Bahamas,7060
2020/11/12,Bahamas,7124
2020/11/13,Bahamas,7163
2020/11/14,Bahamas,7163
2020/11/15,Bahamas,7186
2020/11/16,Bahamas,7256
2020/11/17,Bahamas,7312
2020/11/18,Bahamas,7323
2020/11/19,Bahamas,7348
2020/11/20,Bahamas,7367
2020/11/21,Bahamas,7395
2020/11/22,Bahamas,7413
2020/11/23,Bahamas,7431
2020/11/24,Bahamas,7460
2020/11/25,Bahamas,7469
2020/11/26,Bahamas,7482
2020/11/27,Bahamas,7496
2020/11/28,Bahamas,7496
2020/11/29,Bahamas,7517
2020/11/30,Bahamas,7541
2020/12/1,Bahamas,7543
2020/12/2,Bahamas,7543
2020/12/3,Bahamas,7549
2020/12/4,Bahamas,7565
2020/12/5,Bahamas,7570
2020/12/6,Bahamas,7570
2020/12/7,Bahamas,7579
2020/12/8,Bahamas,7579
2020/12/9,Bahamas,7585
2020/12/10,Bahamas,7585
2020/12/11,Bahamas,7623
2020/12/12,Bahamas,7648
2020/12/13,Bahamas,7659
2020/12/14,Bahamas,7674
2020/12/15,Bahamas,7698
2020/12/16,Bahamas,7714
2020/12/17,Bahamas,7725
2020/12/18,Bahamas,7733
2020/12/19,Bahamas,7733
2020/12/20,Bahamas,7746
2020/12/21,Bahamas,7765
2020/12/22,Bahamas,7772
2020/12/23,Bahamas,7788
2020/12/24,Bahamas,7788
2020/12/25,Bahamas,7788
2020/12/26,Bahamas,7788
2020/12/27,Bahamas,7834
2020/12/28,Bahamas,7834
2020/12/29,Bahamas,7846
2020/1/22,Bahrain,0
2020/1/23,Bahrain,0
2020/1/24,Bahrain,0
2020/1/25,Bahrain,0
2020/1/26,Bahrain,0
2020/1/27,Bahrain,0
2020/1/28,Bahrain,0
2020/1/29,Bahrain,0
2020/1/30,Bahrain,0
2020/1/31,Bahrain,0
2020/2/1,Bahrain,0
2020/2/2,Bahrain,0
2020/2/3,Bahrain,0
2020/2/4,Bahrain,0
2020/2/5,Bahrain,0
2020/2/6,Bahrain,0
2020/2/7,Bahrain,0
2020/2/8,Bahrain,0
2020/2/9,Bahrain,0
2020/2/10,Bahrain,0
2020/2/11,Bahrain,0
2020/2/12,Bahrain,0
2020/2/13,Bahrain,0
2020/2/14,Bahrain,0
2020/2/15,Bahrain,0
2020/2/16,Bahrain,0
2020/2/17,Bahrain,0
2020/2/18,Bahrain,0
2020/2/19,Bahrain,0
2020/2/20,Bahrain,0
2020/2/21,Bahrain,0
2020/2/22,Bahrain,0
2020/2/23,Bahrain,0
2020/2/24,Bahrain,1
2020/2/25,Bahrain,23
2020/2/26,Bahrain,33
2020/2/27,Bahrain,33
2020/2/28,Bahrain,36
2020/2/29,Bahrain,41
2020/3/1,Bahrain,47
2020/3/2,Bahrain,49
2020/3/3,Bahrain,49
2020/3/4,Bahrain,52
2020/3/5,Bahrain,55
2020/3/6,Bahrain,60
2020/3/7,Bahrain,85
2020/3/8,Bahrain,85
2020/3/9,Bahrain,95
2020/3/10,Bahrain,110
2020/3/11,Bahrain,195
2020/3/12,Bahrain,195
2020/3/13,Bahrain,195
2020/3/14,Bahrain,210
2020/3/15,Bahrain,214
2020/3/16,Bahrain,214
2020/3/17,Bahrain,228
2020/3/18,Bahrain,256
2020/3/19,Bahrain,278
2020/3/20,Bahrain,285
2020/3/21,Bahrain,305
2020/3/22,Bahrain,334
2020/3/23,Bahrain,377
2020/3/24,Bahrain,392
2020/3/25,Bahrain,419
2020/3/26,Bahrain,458
2020/3/27,Bahrain,466
2020/3/28,Bahrain,476
2020/3/29,Bahrain,499
2020/3/30,Bahrain,515
2020/3/31,Bahrain,567
2020/4/1,Bahrain,569
2020/4/2,Bahrain,643
2020/4/3,Bahrain,672
2020/4/4,Bahrain,688
2020/4/5,Bahrain,700
2020/4/6,Bahrain,756
2020/4/7,Bahrain,811
2020/4/8,Bahrain,823
2020/4/9,Bahrain,887
2020/4/10,Bahrain,925
2020/4/11,Bahrain,1040
2020/4/12,Bahrain,1136
2020/4/13,Bahrain,1361
2020/4/14,Bahrain,1528
2020/4/15,Bahrain,1671
2020/4/16,Bahrain,1700
2020/4/17,Bahrain,1740
2020/4/18,Bahrain,1773
2020/4/19,Bahrain,1881
2020/4/20,Bahrain,1907
2020/4/21,Bahrain,1973
2020/4/22,Bahrain,2027
2020/4/23,Bahrain,2217
2020/4/24,Bahrain,2518
2020/4/25,Bahrain,2588
2020/4/26,Bahrain,2647
2020/4/27,Bahrain,2723
2020/4/28,Bahrain,2811
2020/4/29,Bahrain,2921
2020/4/30,Bahrain,3040
2020/5/1,Bahrain,3170
2020/5/2,Bahrain,3284
2020/5/3,Bahrain,3383
2020/5/4,Bahrain,3533
2020/5/5,Bahrain,3720
2020/5/6,Bahrain,3934
2020/5/7,Bahrain,4199
2020/5/8,Bahrain,4444
2020/5/9,Bahrain,4774
2020/5/10,Bahrain,4941
2020/5/11,Bahrain,5236
2020/5/12,Bahrain,5531
2020/5/13,Bahrain,5816
2020/5/14,Bahrain,6198
2020/5/15,Bahrain,6583
2020/5/16,Bahrain,6747
2020/5/17,Bahrain,6956
2020/5/18,Bahrain,7184
2020/5/19,Bahrain,7532
2020/5/20,Bahrain,7888
2020/5/21,Bahrain,8174
2020/5/22,Bahrain,8414
2020/5/23,Bahrain,8802
2020/5/24,Bahrain,9138
2020/5/25,Bahrain,9171
2020/5/26,Bahrain,9366
2020/5/27,Bahrain,9692
2020/5/28,Bahrain,10052
2020/5/29,Bahrain,10449
2020/5/30,Bahrain,10793
2020/5/31,Bahrain,11398
2020/6/1,Bahrain,11871
2020/6/2,Bahrain,12311
2020/6/3,Bahrain,12815
2020/6/4,Bahrain,13296
2020/6/5,Bahrain,13835
2020/6/6,Bahrain,14383
2020/6/7,Bahrain,14763
2020/6/8,Bahrain,15417
2020/6/9,Bahrain,15731
2020/6/10,Bahrain,16200
2020/6/11,Bahrain,16667
2020/6/12,Bahrain,17269
2020/6/13,Bahrain,17713
2020/6/14,Bahrain,18227
2020/6/15,Bahrain,19013
2020/6/16,Bahrain,19553
2020/6/17,Bahrain,19961
2020/6/18,Bahrain,20430
2020/6/19,Bahrain,20916
2020/6/20,Bahrain,21331
2020/6/21,Bahrain,21764
2020/6/22,Bahrain,22407
2020/6/23,Bahrain,23062
2020/6/24,Bahrain,23570
2020/6/25,Bahrain,24081
2020/6/26,Bahrain,24805
2020/6/27,Bahrain,25267
2020/6/28,Bahrain,25705
2020/6/29,Bahrain,26239
2020/6/30,Bahrain,26758
2020/7/1,Bahrain,27414
2020/7/2,Bahrain,27837
2020/7/3,Bahrain,28410
2020/7/4,Bahrain,28857
2020/7/5,Bahrain,29367
2020/7/6,Bahrain,29821
2020/7/7,Bahrain,30321
2020/7/8,Bahrain,30931
2020/7/9,Bahrain,31528
2020/7/10,Bahrain,32039
2020/7/11,Bahrain,32470
2020/7/12,Bahrain,32941
2020/7/13,Bahrain,33476
2020/7/14,Bahrain,34078
2020/7/15,Bahrain,34560
2020/7/16,Bahrain,35084
2020/7/17,Bahrain,35473
2020/7/18,Bahrain,36004
2020/7/19,Bahrain,36422
2020/7/20,Bahrain,36936
2020/7/21,Bahrain,37316
2020/7/22,Bahrain,37637
2020/7/23,Bahrain,37996
2020/7/24,Bahrain,38458
2020/7/25,Bahrain,38747
2020/7/26,Bahrain,39131
2020/7/27,Bahrain,39482
2020/7/28,Bahrain,39921
2020/7/29,Bahrain,40311
2020/7/30,Bahrain,40755
2020/7/31,Bahrain,40982
2020/8/1,Bahrain,41190
2020/8/2,Bahrain,41536
2020/8/3,Bahrain,41835
2020/8/4,Bahrain,42132
2020/8/5,Bahrain,42514
2020/8/6,Bahrain,42889
2020/8/7,Bahrain,43307
2020/8/8,Bahrain,43629
2020/8/9,Bahrain,44011
2020/8/10,Bahrain,44397
2020/8/11,Bahrain,44804
2020/8/12,Bahrain,45264
2020/8/13,Bahrain,45726
2020/8/14,Bahrain,46052
2020/8/15,Bahrain,46430
2020/8/16,Bahrain,46835
2020/8/17,Bahrain,47185
2020/8/18,Bahrain,47581
2020/8/19,Bahrain,47950
2020/8/20,Bahrain,48303
2020/8/21,Bahrain,48661
2020/8/22,Bahrain,49038
2020/8/23,Bahrain,49330
2020/8/24,Bahrain,49719
2020/8/25,Bahrain,50076
2020/8/26,Bahrain,50393
2020/8/27,Bahrain,50756
2020/8/28,Bahrain,51113
2020/8/29,Bahrain,51391
2020/8/30,Bahrain,51574
2020/8/31,Bahrain,51972
2020/9/1,Bahrain,52440
2020/9/2,Bahrain,52807
2020/9/3,Bahrain,53433
2020/9/4,Bahrain,54095
2020/9/5,Bahrain,54771
2020/9/6,Bahrain,55415
2020/9/7,Bahrain,56076
2020/9/8,Bahrain,56778
2020/9/9,Bahrain,57450
2020/9/10,Bahrain,58207
2020/9/11,Bahrain,58839
2020/9/12,Bahrain,59586
2020/9/13,Bahrain,60307
2020/9/14,Bahrain,60965
2020/9/15,Bahrain,61643
2020/9/16,Bahrain,62484
2020/9/17,Bahrain,63189
2020/9/18,Bahrain,63879
2020/9/19,Bahrain,64499
2020/9/20,Bahrain,65039
2020/9/21,Bahrain,65752
2020/9/22,Bahrain,66402
2020/9/23,Bahrain,67014
2020/9/24,Bahrain,67701
2020/9/25,Bahrain,68190
2020/9/26,Bahrain,68775
2020/9/27,Bahrain,69361
2020/9/28,Bahrain,69848
2020/9/29,Bahrain,70422
2020/9/30,Bahrain,70864
2020/10/1,Bahrain,71374
2020/10/2,Bahrain,71803
2020/10/3,Bahrain,72310
2020/10/4,Bahrain,72662
2020/10/5,Bahrain,73116
2020/10/6,Bahrain,73476
2020/10/7,Bahrain,73932
2020/10/8,Bahrain,74422
2020/10/9,Bahrain,74860
2020/10/10,Bahrain,75287
2020/10/11,Bahrain,75614
2020/10/12,Bahrain,75948
2020/10/13,Bahrain,76272
2020/10/14,Bahrain,76621
2020/10/15,Bahrain,76954
2020/10/16,Bahrain,77325
2020/10/17,Bahrain,77571
2020/10/18,Bahrain,77902
2020/10/19,Bahrain,78224
2020/10/20,Bahrain,78533
2020/10/21,Bahrain,78907
2020/10/22,Bahrain,79211
2020/10/23,Bahrain,79574
2020/10/24,Bahrain,79975
2020/10/25,Bahrain,80255
2020/10/26,Bahrain,80533
2020/10/27,Bahrain,80765
2020/10/28,Bahrain,81022
2020/10/29,Bahrain,81262
2020/10/30,Bahrain,81466
2020/10/31,Bahrain,81645
2020/11/1,Bahrain,81923
2020/11/2,Bahrain,82133
2020/11/3,Bahrain,82363
2020/11/4,Bahrain,82624
2020/11/5,Bahrain,82786
2020/11/6,Bahrain,83023
2020/11/7,Bahrain,83264
