Date,Province_name,Confirmed
2020/9/17,Hainan,171
2020/9/18,Hainan,171
2020/9/19,Hainan,171
2020/9/20,Hainan,171
2020/9/21,Hainan,171
2020/9/22,Hainan,171
2020/9/23,Hainan,171
2020/9/24,Hainan,171
2020/9/25,Hainan,171
2020/9/26,Hainan,171
2020/9/27,Hainan,171
2020/9/28,Hainan,171
2020/9/29,Hainan,171
2020/9/30,Hainan,171
2020/10/1,Hainan,171
2020/10/2,Hainan,171
2020/10/3,Hainan,171
2020/10/4,Hainan,171
2020/10/5,Hainan,171
2020/10/6,Hainan,171
2020/10/7,Hainan,171
2020/10/8,Hainan,171
2020/10/9,Hainan,171
2020/10/10,Hainan,171
2020/10/11,Hainan,171
2020/10/12,Hainan,171
2020/10/13,Hainan,171
2020/10/14,Hainan,171
2020/10/15,Hainan,171
2020/10/16,Hainan,171
2020/10/17,Hainan,171
2020/10/18,Hainan,171
2020/10/19,Hainan,171
2020/10/20,Hainan,171
2020/10/21,Hainan,171
2020/10/22,Hainan,171
2020/10/23,Hainan,171
2020/10/24,Hainan,171
2020/10/25,Hainan,171
2020/10/26,Hainan,171
2020/10/27,Hainan,171
2020/10/28,Hainan,171
2020/10/29,Hainan,171
2020/10/30,Hainan,171
2020/10/31,Hainan,171
2020/11/1,Hainan,171
2020/11/2,Hainan,171
2020/11/3,Hainan,171
2020/11/4,Hainan,171
2020/11/5,Hainan,171
2020/11/6,Hainan,171
2020/11/7,Hainan,171
2020/11/8,Hainan,171
2020/11/9,Hainan,171
2020/11/10,Hainan,171
2020/11/11,Hainan,171
2020/11/12,Hainan,171
2020/11/13,Hainan,171
2020/11/14,Hainan,171
2020/11/15,Hainan,171
2020/11/16,Hainan,171
2020/11/17,Hainan,171
2020/11/18,Hainan,171
2020/11/19,Hainan,171
2020/11/20,Hainan,171
2020/11/21,Hainan,171
2020/11/22,Hainan,171
2020/11/23,Hainan,171
2020/11/24,Hainan,171
2020/11/25,Hainan,171
2020/11/26,Hainan,171
2020/11/27,Hainan,171
2020/11/28,Hainan,171
2020/11/29,Hainan,171
2020/11/30,Hainan,171
2020/12/1,Hainan,171
2020/12/2,Hainan,171
2020/12/3,Hainan,171
2020/12/4,Hainan,171
2020/12/5,Hainan,171
2020/12/6,Hainan,171
2020/12/7,Hainan,171
2020/12/8,Hainan,171
2020/12/9,Hainan,171
2020/12/10,Hainan,171
2020/12/11,Hainan,171
2020/12/12,Hainan,171
2020/12/13,Hainan,171
2020/12/14,Hainan,171
2020/12/15,Hainan,171
2020/12/16,Hainan,171
2020/12/17,Hainan,171
2020/12/18,Hainan,171
2020/12/19,Hainan,171
2020/12/20,Hainan,171
2020/12/21,Hainan,171
2020/12/22,Hainan,171
2020/12/23,Hainan,171
2020/12/24,Hainan,171
2020/12/25,Hainan,171
2020/12/26,Hainan,171
2020/12/27,Hainan,171
2020/12/28,Hainan,171
2020/12/29,Hainan,171
2020/1/22,Hebei,1
2020/1/23,Hebei,1
2020/1/24,Hebei,2
2020/1/25,Hebei,8
2020/1/26,Hebei,13
2020/1/27,Hebei,18
2020/1/28,Hebei,33
2020/1/29,Hebei,48
2020/1/30,Hebei,65
2020/1/31,Hebei,82
2020/2/1,Hebei,96
2020/2/2,Hebei,104
2020/2/3,Hebei,113
2020/2/4,Hebei,126
2020/2/5,Hebei,135
2020/2/6,Hebei,157
2020/2/7,Hebei,172
2020/2/8,Hebei,195
2020/2/9,Hebei,206
2020/2/10,Hebei,218
2020/2/11,Hebei,239
2020/2/12,Hebei,251
2020/2/13,Hebei,265
2020/2/14,Hebei,283
2020/2/15,Hebei,291
2020/2/16,Hebei,300
2020/2/17,Hebei,301
2020/2/18,Hebei,306
2020/2/19,Hebei,306
2020/2/20,Hebei,307
2020/2/21,Hebei,308
2020/2/22,Hebei,309
2020/2/23,Hebei,311
2020/2/24,Hebei,311
2020/2/25,Hebei,311
2020/2/26,Hebei,312
2020/2/27,Hebei,317
2020/2/28,Hebei,318
2020/2/29,Hebei,318
2020/3/1,Hebei,318
2020/3/2,Hebei,318
2020/3/3,Hebei,318
2020/3/4,Hebei,318
2020/3/5,Hebei,318
2020/3/6,Hebei,318
2020/3/7,Hebei,318
2020/3/8,Hebei,318
2020/3/9,Hebei,318
2020/3/10,Hebei,318
2020/3/11,Hebei,318
2020/3/12,Hebei,318
2020/3/13,Hebei,318
2020/3/14,Hebei,318
2020/3/15,Hebei,318
2020/3/16,Hebei,318
2020/3/17,Hebei,318
2020/3/18,Hebei,318
2020/3/19,Hebei,318
2020/3/20,Hebei,318
2020/3/21,Hebei,318
2020/3/22,Hebei,319
2020/3/23,Hebei,319
2020/3/24,Hebei,319
2020/3/25,Hebei,319
2020/3/26,Hebei,319
2020/3/27,Hebei,319
2020/3/28,Hebei,319
2020/3/29,Hebei,319
2020/3/30,Hebei,321
2020/3/31,Hebei,321
2020/4/1,Hebei,323
2020/4/2,Hebei,325
2020/4/3,Hebei,326
2020/4/4,Hebei,326
2020/4/5,Hebei,327
2020/4/6,Hebei,327
2020/4/7,Hebei,327
2020/4/8,Hebei,327
2020/4/9,Hebei,327
2020/4/10,Hebei,327
2020/4/11,Hebei,327
2020/4/12,Hebei,327
2020/4/13,Hebei,327
2020/4/14,Hebei,327
2020/4/15,Hebei,327
2020/4/16,Hebei,328
2020/4/17,Hebei,328
2020/4/18,Hebei,328
2020/4/19,Hebei,328
2020/4/20,Hebei,328
2020/4/21,Hebei,328
2020/4/22,Hebei,328
2020/4/23,Hebei,328
2020/4/24,Hebei,328
2020/4/25,Hebei,328
2020/4/26,Hebei,328
2020/4/27,Hebei,328
2020/4/28,Hebei,328
2020/4/29,Hebei,328
2020/4/30,Hebei,328
2020/5/1,Hebei,328
2020/5/2,Hebei,328
2020/5/3,Hebei,328
2020/5/4,Hebei,328
2020/5/5,Hebei,328
2020/5/6,Hebei,328
2020/5/7,Hebei,328
2020/5/8,Hebei,328
2020/5/9,Hebei,328
2020/5/10,Hebei,328
2020/5/11,Hebei,328
2020/5/12,Hebei,328
2020/5/13,Hebei,328
2020/5/14,Hebei,328
2020/5/15,Hebei,328
2020/5/16,Hebei,328
2020/5/17,Hebei,328
2020/5/18,Hebei,328
2020/5/19,Hebei,328
2020/5/20,Hebei,328
2020/5/21,Hebei,328
2020/5/22,Hebei,328
2020/5/23,Hebei,328
2020/5/24,Hebei,328
2020/5/25,Hebei,328
2020/5/26,Hebei,328
2020/5/27,Hebei,328
2020/5/28,Hebei,328
2020/5/29,Hebei,328
2020/5/30,Hebei,328
2020/5/31,Hebei,328
2020/6/1,Hebei,328
2020/6/2,Hebei,328
2020/6/3,Hebei,328
2020/6/4,Hebei,328
2020/6/5,Hebei,328
2020/6/6,Hebei,328
2020/6/7,Hebei,328
2020/6/8,Hebei,328
2020/6/9,Hebei,328
2020/6/10,Hebei,328
2020/6/11,Hebei,328
2020/6/12,Hebei,328
2020/6/13,Hebei,328
2020/6/14,Hebei,331
2020/6/15,Hebei,335
2020/6/16,Hebei,336
2020/6/17,Hebei,338
2020/6/18,Hebei,340
2020/6/19,Hebei,340
2020/6/20,Hebei,344
2020/6/21,Hebei,346
2020/6/22,Hebei,346
2020/6/23,Hebei,348
2020/6/24,Hebei,349
2020/6/25,Hebei,349
2020/6/26,Hebei,349
2020/6/27,Hebei,349
2020/6/28,Hebei,349
2020/6/29,Hebei,349
2020/6/30,Hebei,349
2020/7/1,Hebei,349
2020/7/2,Hebei,349
2020/7/3,Hebei,349
2020/7/4,Hebei,349
2020/7/5,Hebei,349
2020/7/6,Hebei,349
2020/7/7,Hebei,349
2020/7/8,Hebei,349
2020/7/9,Hebei,349
2020/7/10,Hebei,349
2020/7/11,Hebei,349
2020/7/12,Hebei,349
2020/7/13,Hebei,349
2020/7/14,Hebei,349
2020/7/15,Hebei,349
2020/7/16,Hebei,349
2020/7/17,Hebei,349
2020/7/18,Hebei,349
2020/7/19,Hebei,349
2020/7/20,Hebei,349
2020/7/21,Hebei,349
2020/7/22,Hebei,349
2020/7/23,Hebei,349
2020/7/24,Hebei,349
2020/7/25,Hebei,349
2020/7/26,Hebei,349
2020/7/27,Hebei,349
2020/7/28,Hebei,349
2020/7/29,Hebei,349
2020/7/30,Hebei,349
2020/7/31,Hebei,349
2020/8/1,Hebei,349
2020/8/2,Hebei,349
2020/8/3,Hebei,349
2020/8/4,Hebei,349
2020/8/5,Hebei,349
2020/8/6,Hebei,349
2020/8/7,Hebei,349
2020/8/8,Hebei,349
2020/8/9,Hebei,349
2020/8/10,Hebei,350
2020/8/11,Hebei,350
2020/8/12,Hebei,351
2020/8/13,Hebei,351
2020/8/14,Hebei,351
2020/8/15,Hebei,351
2020/8/16,Hebei,351
2020/8/17,Hebei,351
2020/8/18,Hebei,351
2020/8/19,Hebei,351
2020/8/20,Hebei,351
2020/8/21,Hebei,354
2020/8/22,Hebei,359
2020/8/23,Hebei,359
2020/8/24,Hebei,360
2020/8/25,Hebei,360
2020/8/26,Hebei,362
2020/8/27,Hebei,362
2020/8/28,Hebei,362
2020/8/29,Hebei,362
2020/8/30,Hebei,362
2020/8/31,Hebei,365
2020/9/1,Hebei,365
2020/9/2,Hebei,365
2020/9/3,Hebei,365
2020/9/4,Hebei,365
2020/9/5,Hebei,365
2020/9/6,Hebei,365
2020/9/7,Hebei,365
2020/9/8,Hebei,365
2020/9/9,Hebei,365
2020/9/10,Hebei,365
2020/9/11,Hebei,365
2020/9/12,Hebei,365
2020/9/13,Hebei,365
2020/9/14,Hebei,365
2020/9/15,Hebei,365
2020/9/16,Hebei,365
2020/9/17,Hebei,365
2020/9/18,Hebei,365
2020/9/19,Hebei,365
2020/9/20,Hebei,365
2020/9/21,Hebei,365
2020/9/22,Hebei,365
2020/9/23,Hebei,365
2020/9/24,Hebei,365
2020/9/25,Hebei,365
2020/9/26,Hebei,365
2020/9/27,Hebei,365
2020/9/28,Hebei,365
2020/9/29,Hebei,365
2020/9/30,Hebei,365
2020/10/1,Hebei,365
2020/10/2,Hebei,365
2020/10/3,Hebei,365
2020/10/4,Hebei,365
2020/10/5,Hebei,365
2020/10/6,Hebei,365
2020/10/7,Hebei,365
2020/10/8,Hebei,365
2020/10/9,Hebei,365
2020/10/10,Hebei,365
2020/10/11,Hebei,367
2020/10/12,Hebei,367
2020/10/13,Hebei,367
2020/10/14,Hebei,368
2020/10/15,Hebei,368
2020/10/16,Hebei,368
2020/10/17,Hebei,368
2020/10/18,Hebei,368
2020/10/19,Hebei,368
2020/10/20,Hebei,368
2020/10/21,Hebei,368
2020/10/22,Hebei,368
2020/10/23,Hebei,368
2020/10/24,Hebei,368
2020/10/25,Hebei,369
2020/10/26,Hebei,371
2020/10/27,Hebei,372
2020/10/28,Hebei,372
2020/10/29,Hebei,372
2020/10/30,Hebei,373
2020/10/31,Hebei,373
2020/11/1,Hebei,373
2020/11/2,Hebei,373
2020/11/3,Hebei,373
2020/11/4,Hebei,373
2020/11/5,Hebei,373
2020/11/6,Hebei,373
2020/11/7,Hebei,373
2020/11/8,Hebei,373
2020/11/9,Hebei,373
2020/11/10,Hebei,373
2020/11/11,Hebei,373
2020/11/12,Hebei,373
2020/11/13,Hebei,373
2020/11/14,Hebei,373
2020/11/15,Hebei,373
2020/11/16,Hebei,373
2020/11/17,Hebei,373
2020/11/18,Hebei,373
2020/11/19,Hebei,373
2020/11/20,Hebei,373
2020/11/21,Hebei,373
2020/11/22,Hebei,373
2020/11/23,Hebei,373
2020/11/24,Hebei,373
2020/11/25,Hebei,373
2020/11/26,Hebei,373
2020/11/27,Hebei,373
2020/11/28,Hebei,373
2020/11/29,Hebei,373
2020/11/30,Hebei,373
2020/12/1,Hebei,373
2020/12/2,Hebei,373
2020/12/3,Hebei,373
2020/12/4,Hebei,373
2020/12/5,Hebei,373
2020/12/6,Hebei,373
2020/12/7,Hebei,373
2020/12/8,Hebei,373
2020/12/9,Hebei,373
2020/12/10,Hebei,373
2020/12/11,Hebei,373
2020/12/12,Hebei,373
2020/12/13,Hebei,373
2020/12/14,Hebei,373
2020/12/15,Hebei,373
2020/12/16,Hebei,373
2020/12/17,Hebei,373
2020/12/18,Hebei,373
2020/12/19,Hebei,373
2020/12/20,Hebei,373
2020/12/21,Hebei,373
2020/12/22,Hebei,373
2020/12/23,Hebei,373
2020/12/24,Hebei,373
2020/12/25,Hebei,373
2020/12/26,Hebei,373
2020/12/27,Hebei,373
2020/12/28,Hebei,373
2020/12/29,Hebei,373
2020/1/22,Heilongjiang,0
2020/1/23,Heilongjiang,2
2020/1/24,Heilongjiang,4
2020/1/25,Heilongjiang,9
2020/1/26,Heilongjiang,15
2020/1/27,Heilongjiang,21
2020/1/28,Heilongjiang,33
2020/1/29,Heilongjiang,38
2020/1/30,Heilongjiang,44
2020/1/31,Heilongjiang,59
2020/2/1,Heilongjiang,80
2020/2/2,Heilongjiang,95
2020/2/3,Heilongjiang,121
2020/2/4,Heilongjiang,155
2020/2/5,Heilongjiang,190
2020/2/6,Heilongjiang,227
2020/2/7,Heilongjiang,277
2020/2/8,Heilongjiang,295
2020/2/9,Heilongjiang,307
2020/2/10,Heilongjiang,331
2020/2/11,Heilongjiang,360
2020/2/12,Heilongjiang,378
2020/2/13,Heilongjiang,395
2020/2/14,Heilongjiang,419
2020/2/15,Heilongjiang,425
2020/2/16,Heilongjiang,445
2020/2/17,Heilongjiang,457
2020/2/18,Heilongjiang,464
2020/2/19,Heilongjiang,470
2020/2/20,Heilongjiang,476
2020/2/21,Heilongjiang,479
2020/2/22,Heilongjiang,479
2020/2/23,Heilongjiang,480
2020/2/24,Heilongjiang,480
2020/2/25,Heilongjiang,480
2020/2/26,Heilongjiang,480
2020/2/27,Heilongjiang,480
2020/2/28,Heilongjiang,480
2020/2/29,Heilongjiang,480
2020/3/1,Heilongjiang,480
2020/3/2,Heilongjiang,480
2020/3/3,Heilongjiang,480
2020/3/4,Heilongjiang,480
2020/3/5,Heilongjiang,481
2020/3/6,Heilongjiang,481
2020/3/7,Heilongjiang,481
2020/3/8,Heilongjiang,481
2020/3/9,Heilongjiang,481
2020/3/10,Heilongjiang,481
2020/3/11,Heilongjiang,482
2020/3/12,Heilongjiang,482
2020/3/13,Heilongjiang,482
2020/3/14,Heilongjiang,482
2020/3/15,Heilongjiang,482
2020/3/16,Heilongjiang,482
2020/3/17,Heilongjiang,482
2020/3/18,Heilongjiang,482
2020/3/19,Heilongjiang,483
2020/3/20,Heilongjiang,484
2020/3/21,Heilongjiang,484
2020/3/22,Heilongjiang,484
2020/3/23,Heilongjiang,484
2020/3/24,Heilongjiang,484
2020/3/25,Heilongjiang,484
2020/3/26,Heilongjiang,484
2020/3/27,Heilongjiang,484
2020/3/28,Heilongjiang,484
2020/3/29,Heilongjiang,484
2020/3/30,Heilongjiang,484
2020/3/31,Heilongjiang,484
2020/4/1,Heilongjiang,484
2020/4/2,Heilongjiang,488
2020/4/3,Heilongjiang,489
2020/4/4,Heilongjiang,491
2020/4/5,Heilongjiang,504
2020/4/6,Heilongjiang,524
2020/4/7,Heilongjiang,544
2020/4/8,Heilongjiang,569
2020/4/9,Heilongjiang,609
2020/4/10,Heilongjiang,638
2020/4/11,Heilongjiang,661
2020/4/12,Heilongjiang,684
2020/4/13,Heilongjiang,740
2020/4/14,Heilongjiang,819
2020/4/15,Heilongjiang,841
2020/4/16,Heilongjiang,861
2020/4/17,Heilongjiang,872
2020/4/18,Heilongjiang,892
2020/4/19,Heilongjiang,898
2020/4/20,Heilongjiang,905
2020/4/21,Heilongjiang,913
2020/4/22,Heilongjiang,921
2020/4/23,Heilongjiang,928
2020/4/24,Heilongjiang,930
2020/4/25,Heilongjiang,935
2020/4/26,Heilongjiang,936
2020/4/27,Heilongjiang,939
2020/4/28,Heilongjiang,939
2020/4/29,Heilongjiang,939
2020/4/30,Heilongjiang,944
2020/5/1,Heilongjiang,944
2020/5/2,Heilongjiang,944
2020/5/3,Heilongjiang,944
2020/5/4,Heilongjiang,944
2020/5/5,Heilongjiang,944
2020/5/6,Heilongjiang,944
2020/5/7,Heilongjiang,944
2020/5/8,Heilongjiang,944
2020/5/9,Heilongjiang,944
2020/5/10,Heilongjiang,945
2020/5/11,Heilongjiang,945
2020/5/12,Heilongjiang,945
2020/5/13,Heilongjiang,945
2020/5/14,Heilongjiang,945
2020/5/15,Heilongjiang,945
2020/5/16,Heilongjiang,945
2020/5/17,Heilongjiang,945
2020/5/18,Heilongjiang,945
2020/5/19,Heilongjiang,945
2020/5/20,Heilongjiang,945
2020/5/21,Heilongjiang,945
2020/5/22,Heilongjiang,945
2020/5/23,Heilongjiang,945
2020/5/24,Heilongjiang,945
2020/5/25,Heilongjiang,945
2020/5/26,Heilongjiang,945
2020/5/27,Heilongjiang,945
2020/5/28,Heilongjiang,945
2020/5/29,Heilongjiang,945
2020/5/30,Heilongjiang,945
2020/5/31,Heilongjiang,945
2020/6/1,Heilongjiang,945
2020/6/2,Heilongjiang,945
2020/6/3,Heilongjiang,947
2020/6/4,Heilongjiang,947
2020/6/5,Heilongjiang,947
2020/6/6,Heilongjiang,947
2020/6/7,Heilongjiang,947
2020/6/8,Heilongjiang,947
2020/6/9,Heilongjiang,947
2020/6/10,Heilongjiang,947
2020/6/11,Heilongjiang,947
2020/6/12,Heilongjiang,947
2020/6/13,Heilongjiang,947
2020/6/14,Heilongjiang,947
2020/6/15,Heilongjiang,947
2020/6/16,Heilongjiang,947
2020/6/17,Heilongjiang,947
2020/6/18,Heilongjiang,947
2020/6/19,Heilongjiang,947
2020/6/20,Heilongjiang,947
2020/6/21,Heilongjiang,947
2020/6/22,Heilongjiang,947
2020/6/23,Heilongjiang,947
2020/6/24,Heilongjiang,947
2020/6/25,Heilongjiang,947
2020/6/26,Heilongjiang,947
2020/6/27,Heilongjiang,947
2020/6/28,Heilongjiang,947
2020/6/29,Heilongjiang,947
2020/6/30,Heilongjiang,947
2020/7/1,Heilongjiang,947
2020/7/2,Heilongjiang,947
2020/7/3,Heilongjiang,947
2020/7/4,Heilongjiang,947
2020/7/5,Heilongjiang,947
2020/7/6,Heilongjiang,947
2020/7/7,Heilongjiang,947
2020/7/8,Heilongjiang,947
2020/7/9,Heilongjiang,947
2020/7/10,Heilongjiang,947
2020/7/11,Heilongjiang,947
2020/7/12,Heilongjiang,947
2020/7/13,Heilongjiang,947
2020/7/14,Heilongjiang,947
2020/7/15,Heilongjiang,947
2020/7/16,Heilongjiang,947
2020/7/17,Heilongjiang,947
2020/7/18,Heilongjiang,947
2020/7/19,Heilongjiang,947
2020/7/20,Heilongjiang,947
2020/7/21,Heilongjiang,947
2020/7/22,Heilongjiang,947
2020/7/23,Heilongjiang,947
2020/7/24,Heilongjiang,947
2020/7/25,Heilongjiang,947
2020/7/26,Heilongjiang,947
2020/7/27,Heilongjiang,947
2020/7/28,Heilongjiang,947
2020/7/29,Heilongjiang,947
2020/7/30,Heilongjiang,947
2020/7/31,Heilongjiang,947
2020/8/1,Heilongjiang,947
2020/8/2,Heilongjiang,947
2020/8/3,Heilongjiang,947
2020/8/4,Heilongjiang,947
2020/8/5,Heilongjiang,947
2020/8/6,Heilongjiang,947
2020/8/7,Heilongjiang,947
2020/8/8,Heilongjiang,947
2020/8/9,Heilongjiang,947
2020/8/10,Heilongjiang,948
2020/8/11,Heilongjiang,948
2020/8/12,Heilongjiang,948
2020/8/13,Heilongjiang,948
2020/8/14,Heilongjiang,948
2020/8/15,Heilongjiang,948
2020/8/16,Heilongjiang,948
2020/8/17,Heilongjiang,948
2020/8/18,Heilongjiang,948
2020/8/19,Heilongjiang,948
2020/8/20,Heilongjiang,948
2020/8/21,Heilongjiang,948
2020/8/22,Heilongjiang,948
2020/8/23,Heilongjiang,948
2020/8/24,Heilongjiang,948
2020/8/25,Heilongjiang,948
2020/8/26,Heilongjiang,948
2020/8/27,Heilongjiang,948
2020/8/28,Heilongjiang,948
2020/8/29,Heilongjiang,948
2020/8/30,Heilongjiang,948
2020/8/31,Heilongjiang,948
2020/9/1,Heilongjiang,948
2020/9/2,Heilongjiang,948
2020/9/3,Heilongjiang,948
2020/9/4,Heilongjiang,948
2020/9/5,Heilongjiang,948
2020/9/6,Heilongjiang,948
2020/9/7,Heilongjiang,948
2020/9/8,Heilongjiang,948
2020/9/9,Heilongjiang,948
2020/9/10,Heilongjiang,948
2020/9/11,Heilongjiang,948
2020/9/12,Heilongjiang,948
2020/9/13,Heilongjiang,948
2020/9/14,Heilongjiang,948
2020/9/15,Heilongjiang,948
2020/9/16,Heilongjiang,948
2020/9/17,Heilongjiang,948
2020/9/18,Heilongjiang,948
2020/9/19,Heilongjiang,948
2020/9/20,Heilongjiang,948
2020/9/21,Heilongjiang,948
2020/9/22,Heilongjiang,948
2020/9/23,Heilongjiang,948
2020/9/24,Heilongjiang,948
2020/9/25,Heilongjiang,948
2020/9/26,Heilongjiang,948
2020/9/27,Heilongjiang,948
2020/9/28,Heilongjiang,948
2020/9/29,Heilongjiang,948
2020/9/30,Heilongjiang,948
2020/10/1,Heilongjiang,948
2020/10/2,Heilongjiang,948
2020/10/3,Heilongjiang,948
2020/10/4,Heilongjiang,948
2020/10/5,Heilongjiang,948
2020/10/6,Heilongjiang,948
2020/10/7,Heilongjiang,948
2020/10/8,Heilongjiang,948
2020/10/9,Heilongjiang,948
2020/10/10,Heilongjiang,948
2020/10/11,Heilongjiang,948
2020/10/12,Heilongjiang,948
2020/10/13,Heilongjiang,948
2020/10/14,Heilongjiang,948
2020/10/15,Heilongjiang,948
2020/10/16,Heilongjiang,948
2020/10/17,Heilongjiang,948
2020/10/18,Heilongjiang,948
2020/10/19,Heilongjiang,948
2020/10/20,Heilongjiang,948
2020/10/21,Heilongjiang,948
2020/10/22,Heilongjiang,948
2020/10/23,Heilongjiang,948
2020/10/24,Heilongjiang,948
2020/10/25,Heilongjiang,948
2020/10/26,Heilongjiang,949
2020/10/27,Heilongjiang,949
2020/10/28,Heilongjiang,949
2020/10/29,Heilongjiang,949
2020/10/30,Heilongjiang,949
2020/10/31,Heilongjiang,949
2020/11/1,Heilongjiang,949
2020/11/2,Heilongjiang,949
2020/11/3,Heilongjiang,949
2020/11/4,Heilongjiang,949
2020/11/5,Heilongjiang,949
2020/11/6,Heilongjiang,949
2020/11/7,Heilongjiang,949
2020/11/8,Heilongjiang,949
2020/11/9,Heilongjiang,949
2020/11/10,Heilongjiang,949
2020/11/11,Heilongjiang,949
2020/11/12,Heilongjiang,949
2020/11/13,Heilongjiang,949
2020/11/14,Heilongjiang,949
2020/11/15,Heilongjiang,949
2020/11/16,Heilongjiang,949
2020/11/17,Heilongjiang,949
2020/11/18,Heilongjiang,949
2020/11/19,Heilongjiang,949
2020/11/20,Heilongjiang,949
2020/11/21,Heilongjiang,949
2020/11/22,Heilongjiang,949
2020/11/23,Heilongjiang,949
2020/11/24,Heilongjiang,949
2020/11/25,Heilongjiang,949
2020/11/26,Heilongjiang,949
2020/11/27,Heilongjiang,949
2020/11/28,Heilongjiang,949
2020/11/29,Heilongjiang,949
2020/11/30,Heilongjiang,949
2020/12/1,Heilongjiang,949
2020/12/2,Heilongjiang,949
2020/12/3,Heilongjiang,949
2020/12/4,Heilongjiang,949
2020/12/5,Heilongjiang,949
2020/12/6,Heilongjiang,949
2020/12/7,Heilongjiang,949
2020/12/8,Heilongjiang,949
2020/12/9,Heilongjiang,949
2020/12/10,Heilongjiang,951
2020/12/11,Heilongjiang,951
2020/12/12,Heilongjiang,956
2020/12/13,Heilongjiang,958
2020/12/14,Heilongjiang,960
2020/12/15,Heilongjiang,960
2020/12/16,Heilongjiang,960
2020/12/17,Heilongjiang,960
2020/12/18,Heilongjiang,960
2020/12/19,Heilongjiang,960
2020/12/20,Heilongjiang,961
2020/12/21,Heilongjiang,961
2020/12/22,Heilongjiang,961
2020/12/23,Heilongjiang,961
2020/12/24,Heilongjiang,961
2020/12/25,Heilongjiang,961
2020/12/26,Heilongjiang,961
2020/12/27,Heilongjiang,961
2020/12/28,Heilongjiang,961
2020/12/29,Heilongjiang,962
2020/1/22,Henan,5
2020/1/23,Henan,5
2020/1/24,Henan,9
2020/1/25,Henan,32
2020/1/26,Henan,83
2020/1/27,Henan,128
2020/1/28,Henan,168
2020/1/29,Henan,206
2020/1/30,Henan,278
2020/1/31,Henan,352
2020/2/1,Henan,422
2020/2/2,Henan,493
2020/2/3,Henan,566
2020/2/4,Henan,675
2020/2/5,Henan,764
2020/2/6,Henan,851
2020/2/7,Henan,914
2020/2/8,Henan,981
2020/2/9,Henan,1033
2020/2/10,Henan,1073
2020/2/11,Henan,1105
2020/2/12,Henan,1135
2020/2/13,Henan,1169
2020/2/14,Henan,1184
2020/2/15,Henan,1212
2020/2/16,Henan,1231
2020/2/17,Henan,1246
2020/2/18,Henan,1257
2020/2/19,Henan,1262
2020/2/20,Henan,1265
2020/2/21,Henan,1267
2020/2/22,Henan,1270
2020/2/23,Henan,1271
2020/2/24,Henan,1271
2020/2/25,Henan,1271
2020/2/26,Henan,1271
2020/2/27,Henan,1272
2020/2/28,Henan,1272
2020/2/29,Henan,1272
2020/3/1,Henan,1272
2020/3/2,Henan,1272
2020/3/3,Henan,1272
2020/3/4,Henan,1272
2020/3/5,Henan,1272
2020/3/6,Henan,1272
2020/3/7,Henan,1272
2020/3/8,Henan,1272
2020/3/9,Henan,1272
2020/3/10,Henan,1272
2020/3/11,Henan,1273
2020/3/12,Henan,1273
2020/3/13,Henan,1273
2020/3/14,Henan,1273
2020/3/15,Henan,1273
2020/3/16,Henan,1273
2020/3/17,Henan,1273
2020/3/18,Henan,1273
2020/3/19,Henan,1273
2020/3/20,Henan,1273
2020/3/21,Henan,1273
2020/3/22,Henan,1274
2020/3/23,Henan,1274
2020/3/24,Henan,1274
2020/3/25,Henan,1274
2020/3/26,Henan,1275
2020/3/27,Henan,1275
2020/3/28,Henan,1275
2020/3/29,Henan,1276
2020/3/30,Henan,1276
2020/3/31,Henan,1276
2020/4/1,Henan,1276
2020/4/2,Henan,1276
2020/4/3,Henan,1276
2020/4/4,Henan,1276
2020/4/5,Henan,1276
2020/4/6,Henan,1276
2020/4/7,Henan,1276
2020/4/8,Henan,1276
2020/4/9,Henan,1276
2020/4/10,Henan,1276
2020/4/11,Henan,1276
2020/4/12,Henan,1276
2020/4/13,Henan,1276
2020/4/14,Henan,1276
2020/4/15,Henan,1276
2020/4/16,Henan,1276
2020/4/17,Henan,1276
2020/4/18,Henan,1276
2020/4/19,Henan,1276
2020/4/20,Henan,1276
2020/4/21,Henan,1276
2020/4/22,Henan,1276
2020/4/23,Henan,1276
2020/4/24,Henan,1276
2020/4/25,Henan,1276
2020/4/26,Henan,1276
2020/4/27,Henan,1276
2020/4/28,Henan,1276
2020/4/29,Henan,1276
2020/4/30,Henan,1276
2020/5/1,Henan,1276
2020/5/2,Henan,1276
2020/5/3,Henan,1276
2020/5/4,Henan,1276
2020/5/5,Henan,1276
2020/5/6,Henan,1276
2020/5/7,Henan,1276
2020/5/8,Henan,1276
2020/5/9,Henan,1276
2020/5/10,Henan,1276
2020/5/11,Henan,1276
2020/5/12,Henan,1276
2020/5/13,Henan,1276
2020/5/14,Henan,1276
2020/5/15,Henan,1276
2020/5/16,Henan,1276
2020/5/17,Henan,1276
2020/5/18,Henan,1276
2020/5/19,Henan,1276
2020/5/20,Henan,1276
2020/5/21,Henan,1276
2020/5/22,Henan,1276
2020/5/23,Henan,1276
2020/5/24,Henan,1276
2020/5/25,Henan,1276
2020/5/26,Henan,1276
2020/5/27,Henan,1276
2020/5/28,Henan,1276
2020/5/29,Henan,1276
2020/5/30,Henan,1276
2020/5/31,Henan,1276
2020/6/1,Henan,1276
2020/6/2,Henan,1276
2020/6/3,Henan,1276
2020/6/4,Henan,1276
2020/6/5,Henan,1276
